cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001966734670836846,0.0,0.0,0.0,0.0,0.0,0.0,0.02490318863373431,0.0
