cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,x^5,px^4,x^4sin,p^2x^3,px^3sin,x^3sin^2,p^3x^2,p^2x^2sin,px^2sin^2,x^2sin^3,p^4x,p^3xsin,p^2xsin^2,pxsin^3,xsin^4,p^5,p^4sin,p^3sin^2,p^2sin^3,psin^4,sin^5
0.0,0.001997032397495322,0.0,0.0,0.0,0.0,0.0,0.0,0.9994111779775612,0.0,0.0,0.0,0.0,0.0005499125552297082,0.0,0.0,0.0,-0.005455801654532028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048375426150376885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006217035452140049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
